id	document	label
7250961	이틀 만에 다 봤어요 재밌어요 근데 차 안 에 물건 넣어 조작 하려고 하면 차 안이 열려있다던지 집 안이 활짝 열려서 아무나 들어간다던가 문자 를 조작 하려고하면 비번 이 안 걸려있고 ㅋㅋㅋ 그런 건 억지스러웠는데 그래도 내용 자체 는 좋았어요	1
5679106	졸작	0
9179128	재밋네 요 달팽이 가 빨 라서 더 재밌었어요	1
9048450	어설픈 전개 어이없는 결말	0
8387244	부패한 로마노프 왕조 를 기리 는 뭣같 은 영화 ... 온몸 으로 항거 했던 러시아 민중 들 이 그저 폭도 냐	0
9803156	내용 전개 는 무난 한 편이였구 잘 보았습니다 ^^	1
2135015	매우 실망 .....	0
7884025	한국영 화 흥행 코드 : 갈등 - 갈등 - 계 ~ 에 속 갈등 - 화해 - 감동 - 평점 10 점 남발 - 흥행 뻔하지 뭐 ...	0
9801316	아햏햏 아햏햏 아햏햏 .	1
2009382	뭐 냐 .. 시작 하고 3분 만에 나왔다 . 리플릿 사진 보며 불안하더니만 ..	0
10112591	단연 최고 라고 할수있지	1
7280935	감독 이 럼 먹고 영화 를 만들었나보다 .. 관객 에게 뭘 말 하는지도 모르겠고 , 엉망 진창 개 진창 이다 .	0
5971506	이건 뭐 냐 ? 우뢰매 냐 ? ;;;	0
9875922	정말 쓰레기 영화 입니다	0
9850710	진정 위대한 영화 최고 임	1
1927486	별루 였다 ..	0
5023820	내일 이 기대 되는 `	1
1859380	근데 조미 가 막문위 좋아한건 가요 ??	1
1635552	ㅋㅋㅋ 진짜 골깜 .. ㅋㅋ 눈 부라릴 때 쓰러짐 .. ㅋㅋ	1
7852366	성룡 영화 중 최악 인 듯 ㅋㅋ	0
9480003	골 때리네 ㅋㅋㅋㅋ 걸스데이 이혜리 잘 되라 !	1
1797212	서기 가 이뻐서	1
6374262	완전 재밌어요 ㅋㅋㅋㅋㅋ 백 인공 주귀 여 움 ㅋㅋㅋㅋㅋㅋ	1
1607129	인상 적 인 영화 였다	1
8763660	어내스트 와 셀레스틴 완전 강추 에요 ~ 정말 재밌습니다 ^^	1
9361974	재미있는 영화 입니다 .	1
7928957	클라라 볼라 고 화신 본거 아닌데	0
10250221	진짜 보면서 너무 슬펐던 영화 다	1
6122458	설정 이 재밌고 새로운 에피소드 내 에서 메인 스토리 도 차차 나오는게 재밌음	1
10044377	신카이 마코토 의 작화 와 , 미 유 와 하나 카나 가 연기 를 잘 해줘서 더 대박 이 였다 .	1
6158844	재미없음 진심 1 이훨 나 캐스팅 두 못 한 듯	0
1723799	잔잔한게 생각 보다 볼 만 한 영화 인거 같습니다 ㅋ	1
10273782	감독 님 들 고은님 쓰면 영화 안 봅니다 .	0
1666795	무섭지도 않았고 스토리 도 .. ㅡㅡ	0
4866815	영화 속 억지스럽고 노골 적 인 술 광고 를 좀 은은하고 센스 있게 했으면 어땠을까 ?	0
7747745	킬링타임	0
8213218	크리스마스 하면 떠오르는 영화	1
8659712	재미있게 봤습니다 . 매력 적 인 행복 이네 요 , '-' ㅎㅎㅎ .	1
1204710	음악 에 완전히 빠져서 볼 수 있었던 영화 . 쫌 산만하긴 하던데 ;;	1
3926204	태어나서 처음 으로 영화 보다 중간 에 나왔습니다 ,,,, 불륜 이 로맨스 냐 ,,	0
2304429	왕 짜증 ..... 아주 전개 를 짬뽕 으로 믹스 했구나 ... 음향 만 무섭게 하네 .. 하아	0
9685228	솔직히 난 별루더 라 시간 낭비 느낌	0
7115568	대박	1
6205383	시청률 기준 이 되는 패널 가구 들 머 하는거지 명작 드라마 다 망치 네 ㅡㅡ 내 가 다 서운하다 ...	1
85848	내용 이 이상해 ;	0
8741214	몬스터 주식회사 3 D 재밌게 봤다	1
7785809	내용 전개 가 너무나 느리다 ........	0
9757434	소재 는 흥미 를 끌 지만 이야기 전개 가 투 박해서 몰입 이 안되는군	0
9753792	절대 보지마라 쓰레기 영화	0
7520154	중국인 특유 의 과장 , 허풍 ... 있어 보이려고 안간힘 쓴 노력 은 가상하나 , 고증 과 현 실감 떨어지는 설정 이 거북 스럽다 ... 도대체 그 들 은 왜 이렇게 까지 스스로 를 과대 포장 하 는 것 인지 ...	0
8902582	그냥 불법체류자 때려 잡는 영화 면 좋았을텐데 ... 무슨 우상화 를 만든다고 미국 의 따뜻한 설정 ... 이건 뭥미 ??	0
9578691	2년 의 삶속 에 주인공 의 생애 가 전부 드러난 듯 하다 .	1
7469033	별 점 10 점 가자	1
3914806	별로 다 .	0
10212945	본지 꽤 지난 후 에 남기지만 ... 재미있었음	1
9893434	아니 이 게 왜 9 점 대 일까 ...;;;	0
9615602	10년 이 지나 다시 보게 된 영화 .. 다시 봐도 그 순수한 사랑 에 감동 ㅠㅠ 숀펜 의 연기 또한 甲	1
10138538	올레 에 공짜 로 있길래 봤음 ㅋㅋ 헐 ... 스토리 가 문제 가 아니라 연기자 들 이 전혀 배역 이랑 어울리지 않음 그리고 상대 배우 들 하고 다 따로 노는거 같음 ~~ 이건 연기자 들 도 문제 있음 보아 는 진심 완전 별로 임 라미란 하고 아들 이 젤 볼 만 했음	0
6139250	너무 욕심 이 많았던 영화 . 어느 한 쪽 만이라도 제대로 보여줬다면 ......	0
6738759	아 빵점 ~	0
10108387	베댓 이 말 을 아주 잘써놨네	1
5678216	아주 모자라진 않다 .	0
8470143	영화 도둑 들 이나 뫼비우스 하고 같은 나라 에서 만들어졌다는게 믿어지냐 ..?	0
6565615	온몸 이 .. 찌릿 .. 짜릿 . 나 두 용기 를 가져야지 !!	1
7838658	정말 재미있고 교훈 적 인 영 화이 네 요 !	1
3526263	당시 의 상황 과 주제 를 주입 식이 아닌 긴장감 있고 재밌게 전하 는 작품	1
625839	케이블 에서 그만 나와 줬으면 - -	0
6153764	다르덴 , 이냐리 투 , 차이밍량 이 하나 도 안 섞인 채 짬뽕 그릇 에 담겨있다 .	0
9179457	여군 잼 없음 뭐 하는 건지 ... ㅡㅡ 잼 없음 엠비씨 다 잼 없음 질린다 이제	0
3685947	좋구나	1
8747603	한석규 , 김혜수 연기 만 돋보인 영화 . 어딘 지 모르게 많이 어설픈 영화 .	0
9153275	솔직히 에볼라 바이러스 가 떠들 석 해 서 보게 된 영화 인데 작품 성 이나 어떤 면 에서도 20 여 년전 영화 라고 보기 엔 믿기 힘들 정도 로 정말 잘 만들었다고 본다 마지막 후반 부가 살짝 아쉽긴 하지만 이 정도 면 수작 이라고 본다 시간 이 아깝지 않은 영화	1
2850477	볼 만해 ;	0
8513072	재미있다고 허풍 떨지 마세요	0
8546726	용가리 진짜 짱짱맨 이다 ㅋ	0
8674440	이 영화 를 이제 서야 보다니 .. 감히 내 인생 최고 의 영화 중 하나로 꼽 을 수 있을만한 작품 . 어떻게 살 아 야할지 나를 위 한 고민 을 한번 더 하게 되는 시간 . 그리고 모건 프리 먼은 나이 가 들어도 여전히 섹시하다 .	1
6842532	작가 가 별로 다 내 용이 진짜 별로 임 .. 맨날 그냥 기대 하고 재방송 하면 혹 시나 하고 봐줘도 답 없다 진짜 ..	0
9106604	명작 도 이런 명작 이 있을까 싶다 . 보고 또 봐도 여운 이 남는 영화 .	1
10261336	아 ~ 진짜 조금 만 더 손 좀 보면 왠만한 상업 영화 못 지 않게 퀄리티 쩔게 만들어 질 수 있었는데 아쉽네요 그래도 충분히 재미있었습니다 개인 적 으로 조금 만 더 잔인하게 더 자극 적 으로 노출씬 도 화끈하게 했더라면 어땠을까 하는 국산 영화 라 많이 아낀 듯 보임	1
8518274	그만 좀 끌 고 이제 끝내 라 . 지겹다 지겨워 .	0
7348295	아	0
5882876	역시 드니 로 의 연기 는 일품 나도 맥스 가 샘 을 죽이길 바랬다	1
8472176	나름 괜찮은 작품 입니다	1
4446905	너무 좋은 영화	1
6252170	정말 실망 스러웟음 ..	0
8777723	배우 들 은 지네 들 안 뜨니까 이런 영화 찍을껀데 ??? 왜 안 뜨는지 진짜 모르는거야 ? 면상 딱 보면 알겠구만 ... 왜 지네 자신 들 은 모를까 ?	0
8670820	어린이 가 좋아할듯 ... 내 어릴 적 동심 은 멀리 떠 낫나보다 .	0
3384269	무술 인 이 왜 총을드 나 ?	0
7781028	10 점	1
9890330	크리스토퍼 왈츠 와 타란티노 의 조합 이란 ㅠㅠ	1
8660428	한국 에선 유명 한편 은 아니지만 외국 에선 상상 초월 한 유명한 영화 입니다 .	1
10212029	오랜 만 에 재밋 는 영화 봤네요	1
8575963	종방 되어 아쉬워요 . 오늘 막 방도 잘 봤어요 . 방송 대본 이 꽤 완성 도 있다는 느낌 받았고요 . 요즘 드라마 들 의 막장 에 지쳐있었는데 수백향 은 정말 바른 드라마 였던듯 해 요 . 악역 들 도 그리 심하게 어이없지도 않았고요 .. MBC 화이팅 !!	1
7033414	평점 조절 위원회 에서 나왔습니다 ( 웃음 ) 김혜선 은 @ 내일 이 오면 @ 의 김 순정 , 순정 이 역할 이 제일 이다 . 팜므파탈 로써 , 그 정도 까지 잘 해낼 줄 은 , 정말 의외 였어 ... 연기 20년 한 사람 에게 요즘 사극 에서 벌어지고 있는 , 그녀 에 대한 연 기 논란 은 왠지 코미디 의 한 장면 같음 ( 웃음 )	0
10122280	""" 영화 끝 나갈 때 쯤 에 멍하다가 다 보고나면 한마디 나올거 임 """" ㅈ 같다 ."""""""	1
8062501	공유 존잘 !!! ㅎㅎㅎ	1
2937929	상쾌 발랄한 영화 다 . 말 하기 껄끄런 성 이란 소재 를 유쾌하게 해설 했다 .	1
4777325	소파 에 죽 치고 앉아 지켜 볼 이유 가 없는 작품 .	0
7047706	로큰롤 !!!!!!!!!!!!!!	1
7263316	주된 타겟 이 어린이 니 일반 적 인 논리 가 통 하지 않는 건 알겠다 . 하지만 게임 은 흥미롭지 않고 , 요원 이라는 주인공 이 너무 무능력해서 별로 재미없다 . CG 배경 도 거슬린다 .	0
9297500	뮤지컬 영화 인데 사운드 녹음 엉망 , 남주는 춤 도 못 추고 , 내용 은 뻔할 뻔 , 주인공 들 목소리 도 너무 안 어울리고 어제 CGV 에서 뛰어 나가려다 참았습니다 . 진심 말리 고 싶습니다 . 영국 의 저 예산 DVD 용 영화 뮤지컬영화 아닙니다 . 맘마미아 1/10 도 안됨	0
3234156	어린나이에 봤음에도 꽤 나 좋아했던 로맨틱코미디	1
6245450	게이물 인 줄 모르고 봤네 ...	0
5249559	알바 는 꺼 저 라	0
8570013	이 영화 머임 ???? 내 가 왜 받아 봤을까 ? 그것 이 알고싶다 .... 이 영화 는 배우 들 과 스텝 들 이 감독 의 꼭두각시 였음 .	0
8880577	4 대 2 라니 .... 최악	0
6197121	정말 아름다운 영화 입니다	1
9169160	자극 적 인 것 에 익숙해진 현대인 이 봐도 눈 을 떼기 힘든 연출 력 .	1
10066840	뻑 ~ 뻑 ~ 잘 읽어 볼걸 나도 당했음	1
8681070	정말 짜증 의 극치 를 보여주는 영화 . 굉장히 언밸러스 한 느낌 . 뚱뚱하고 못 생긴 남자 애 의 발연기 를 시종일관 봐야하는게 고역 인 듯 . 간간히 흘러나오는 잔잔한 클래식 풍 의 음악 조차도 듣기 싫어 짜증날 정도 로 상당히 싫은 영화 .	0
6077668	감동 감동 ㅜㅜ , 정말 최고 네 요 !!!!	1
6555618	별 점 주기도 아깝네요 얼마나 내용 이 진부한지 욕 밖에 안 나오네요 보고 재밌다고 하는 사람 초딩 들 인가요 죄송해요 너무 화가 나서 . 아무 것 도 볼 게 없습니다 보지 마세요 그냥 티비 판 짜집기 한 거 같네요	0
4989285	나 왠만해서 짜증 안내는데 ...-_-	0
1711932	돼지 피 먹고 닭목 따는 장면 에선 우웩 ~ 역시 무당 은 아무나 하는게 아니다 .	0
1870395	버려	0
9829888	유치하고 지루하고 잠 이 왔다	0
8333987	3 류 풍 판타지 3 점 만 가져가	0
8126489	윤종신 복귀 는 좋았지만 이하늘 은 도대체 왜 뽑혔는지 알수가 없다 . 참가자 실력 을 따지기 전 에 심사 위원 인격 과 실력 부터 쌓고 오시길 ^^ 어 하 어허 그만 좀 하고요	0
81637	광장 한 작품 옛날 것 도 보고 싶다	1
23929	내 생 의 최고 의 영화	1
6663588	어린시절 너무 무섭고 재미있게 봤던 추억 의 판타지영화 . 절대 나쁜 짓은 금물 . 지옥 가요 ..	1
5503928	기존 멜로영화 형식 을 탈피 하려고 하였으나 감정 의 절제 가 지나쳐 너무 담백한 영화	0
6344106	난 사랑비 서준 에게 쏙 빠져 버렸네 . 1.2 . 3초 만에 쏙 ㅋㅋ 난 절대 잊지도 않고 후회 도안 할거야	1
10149152	이영화 를 보 니까 교훈 을 주네 요 ! 나도 남은 인생 을 화려하게 살아야겟다 .. 말 밖에 안 나오네요 ..	1
9295404	나름 추억 에 젖어 들고 좋았음 ㅋㅋ 아무 생각 없이 가볍게 보고오기 추천 요 ~	1
9603725	단순한 싸이코 물 을 벗어난	1
9163009	이 게 14년 도에 만들어진건 가요 ? 아니면 예전 에 만든거 다시 개봉 한 건가 요 ? ㅠ 너무 허 접해 요 ㅠ	0
9418231	넘 사랑스러운 영화 다 ㅠㅠ 1 보고 2 연 이 어 봤다 ~!! 넘 귀여워 ㅠㅠ ♥♥	1
9687122	청춘 영화 만이 줄 수 있는 감성 이 넘쳐 난다 . 이 순간 지나가면 다시 돌아오지 않을테지만 , 그 순간 만큼은 무한 할 젊음 이 줄 수 있는 그런 감성 .	1
4038387	TV 용 건담 시리즈 중 에서 아직 까지도 최고봉	1
8913715	개콘 은 요즘 갈수록 코너 들 이 다 노잼 이고 웃음 이안 난 다	0
7927383	사다코 의 한 이 서린 우물 펀치 ㅜㅜ 감동	1
8508764	후세 와 사랑 하게 된 결정 적 계기 그 시간 이 표현 되지 않았으며 시 람 의 생명 을 빼앗아야만 하는 이유 등 을 시 노 가 출현 하는 연극 으 로 더 알려주었으면 하는 생각 이든 다 . 또한 시 노 가 얼마나 본능 을 절제 히 면서 시 랑 을 하려고 노력 하는지를 더 보여줬다면 좋았을 뻔했다	0
3403149	새벽 시간 에 하는 일본 영화 들 은 전부 개 졸작 이다 . 일 본 영화 원 래 다 이래 ??	0
1119950	강수연 의 나가있어 ~! 그리고 최정원 의 신음 신 ~	0
6976560	아 .. 정말 김혜성 너무 예쁘네요 이현진 도 웃는 거 정말 ... 하 ....	1
4817061	가발 쓰고 싶다	0
1025241	화려한 여정 이인상 깊어요 ㅋㅋ 재밋어 요 ㅋㅋ 배두나 연 기 정말 잘 해요 ㅋ	1
2922082	10 대들을 위 한 성적 호기심 영화 ?	0
5444748	감동 적 인 영화	1
9363921	이건 말 이 필요 없다 그냥 닥치고 봐라	1
2361255	각기 다른 사람 들 의 재밌고 멋진 사랑 영화	1
2385954	역시 미국드라마 의 파워 . 정말 알수 없는 그 미묘함까지 사로잡아 버렸다 최고 !!	1
5686473	너무 너무 훈훈하네요 ^^	1
7227535	이 거 응답 하라 에서 은지원 원 도 스스로 욕 하지 않앗나 ? ㅋㅋㅋㅋ	0
1508152	아 너무 웃기 고 배꼽 빠질 뻔했네 ^^ 내 컴 에 이 영화 있는데 ^^	1
3943125	구성 이 상당히 부실한 영화 . 역시 네이버 평점 은 믿을수 없다 .	0
1922525	장끌 로드 의 몰락 을 가져온 오우삼 헐리우드 작품 중 가장 재미없었던 졸작	0
9039778	언 제적 영웅본색 연출 인지 현실 성 제로 인 영화	0
7805059	작은거 하나 에도 설레어 했던 학창시절 그때 그 느낌 을 다시 느껴 볼수있는 시간 이었다 . 장면 하나 하나 대사 하나 하나 배경음악 하나 하나 버릴게 없는 드라마 .	1
9324383	진심 재미 없는데 너무 평점 높아서 화남 ;	0
9150201	더럽게 재미없다 어떤 형태 로 도 와 닿지 않는 허무하고 완벽히 지루한 영화 고 영양가 하나 도 없는 영화 다	0
7473724	이승기 정말 연기 잘 하는 .. 조연 들 도 연기 정말 잘 하고	1
7573034	현실 은 꿈 , 꿈 은 현실	1
4550192	오늘 현충일 특집 프로 로 보게 되었습니다 1963년 도의 매우 훌륭한 작품 입니다	1
1347002	판 의 미로 와 동 급 trash of the trash	0
6590993	제대 하고 보 니까 더 재밌네요 ㅋㅋㅋㅋ	1
6580205	영화 를 보는것만으로도 마음 의 휴가 를 다녀온 느낌 . 소박하지고 잔잔하지만 지루하지 않은 .. 그래서 다시 보고싶은 영화 . 햇살 가득한 비 이의 부엌 과 요리 도 인상 적	1
9666256	코믹 한 건 좋았는데 짜임새 가 너무 허 술 하 다	0
9967162	1996년 그때 당시 에는 우리 나라 에 이런 판타지 로맨스 가 없었다 ... 아직도 신현준 의 황 장군 연기 는 음 ... 괜찮네 ... ㅎㅎ .... 한석규 의 전 성 시 대가 열린 영화 .... 이 때 한석규 한테 뿅 갔었다 ~~ ♥	1
5304583	일단 재생 하면 괴물 같은 서스펜스 귀신 같은 흡입 력	1
8309459	하 .. 진짜 댓글 보고 한번 쯤 볼 만 한 영화 인거 같아서 봤지만 기 가 찬다 .. 이 게 무슨 버킷리스트 인가 ! 죽기 직전 에 소원 들어주기 ? 내 가보기엔 죽기 직전 에 막 살자 인거 같다 . 감동 도 없고 .. 진짜 ' 버킷리스트 ' 란 영화 에 발톱 에 때 만큼도 못 따라가는 쓰레기 영화 .. 완존 실망 ..	0
8010423	이 시간 좀 ... 밝고 긍정 적 인 드라마 보고싶어서 .. 보긴 보는데 .... 오버 하는 연기 들 이 거슬리네요 ... 연기 인게 너 무표 나 요 .... 홍혜정 역 이그 나 마도 후련 기도 하고 시원하고 ..... 나머 진다 들 답답하네요 ... 낼 월요일 인데 ... 해피 한 것 만 보고 싶네요 ....	0
7712668	정치인 의 모순 인가 , 정치범 의 모순 인가 ....	0
5923805	어떻게 이런 상상 을 대단하다 .	1
5613442	좀 어렵 기도 하고 , 전쟁 에 대한 묘사 가 ... 잘 모르겠다 .	0
4193028	일본 에서 10 주년 극장판 만드는데 우리나라 에선 10 주년 으로 재개 봉하 니 이건 좀 ㅄ 아님 ?	0
9103654	한 대희 가 개그콘서트 본다고 내 전화 끊음 개그콘서트 없애주세요 ㅡㅡ	0
9737474	한 물 간 동 서양 두 배우 의 싸움판 .	0
8711262	푸하하하 이 거 기대 안 했지만 .. 역시 나 구만 .. ㅋ	0
4437265	세계 최초 의 반공 애니매이션 이라는 역사 적 가치 가 있다 .	1
36087	감각 적 인 .. 시각 으로 ... 바라보는 .. 색다른 ... 느낌 의 ... 사랑 ... 문학 적 이	1
10114923	엄마 는 무고 한 지 딸 을 감옥살이 시켜 시켜 ? 이해 안 돼요	0
3988502	이영화 는 . 제발 책 을 보세여 . 감독 이 미친 겁니다 . 이따위 로 만들어놓고 . 화가 날 정도 ㅡㅡ	0
512688	신나는 흑인음악 과 아이스 큐브 뿐 남는게 없다	0
10010968	드럽게 재미없네 시간 이 돈 이다 ? 내 시간 은 어쩔 건데	0
3265565	그저 한마디 뿐 ' 알리시아 '	1
8890254	진짜 생생하게 느낄 수 있었다	1
9119967	재밌는데 평점 이 이상하다 싶을 정도 로 낮다 .	1
7435669	옥소리 프로필 사진 에 1 점 남기고 갑니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 완전 대박 이다 진짜 아우 짜증나 !	0
7603466	드라마 너무 재밓당	1
8055931	아 진짜 너무 좋아요 ㅜㅜ 짱짱 !!!	1
2182684	연기 굿	1
8154957	이런 영화 다시는 안 나오겠지 .. 그때 시절 을 잘 나타내주었던거 같아요 ㅎㅎ	1
